transaction_id,account_id,merchant_id,merchant_name,merchant_category,amount,payment_method,timestamp,transaction_status,hour_of_day,minutes_since_previous
TXN000059,ACC0009,M001,TechKart,Electronics,4050,UPI,2026-07-30 11:37:30,SUCCESS,11,10080.0
TXN000060,ACC0009,M002,StyleHub,Fashion,1079,Card,2026-06-30 11:37:30,SUCCESS,11,-43200.0
TXN000061,ACC0009,M004,HomeNest,Furniture,3304,UPI,2026-07-14 11:37:30,SUCCESS,11,20160.0
TXN000062,ACC0009,M002,StyleHub,Fashion,2380,Wallet,2026-09-05 11:37:30,SUCCESS,11,76320.0
TXN000063,ACC0009,M002,StyleHub,Fashion,2397,UPI,2026-07-06 11:37:30,SUCCESS,11,-87840.0
TXN000064,ACC0010,M001,TechKart,Electronics,2493,UPI,2026-07-18 11:37:30,SUCCESS,11,
TXN000065,ACC0010,M003,FreshMart,Grocery,944,UPI,2026-08-01 11:37:30,SUCCESS,11,20160.0
TXN000066,ACC0010,M001,TechKart,Electronics,1126,Wallet,2026-08-05 11:37:30,SUCCESS,11,5760.0
TXN000067,ACC0010,M001,TechKart,Electronics,3040,NetBanking,2026-08-08 11:37:30,SUCCESS,11,4320.0
TXN000068,ACC0010,M005,FitFuel,Health,1012,UPI,2026-08-11 11:37:30,SUCCESS,11,4320.0
TXN000069,ACC0010,M003,FreshMart,Grocery,1353,Card,2026-08-27 11:37:30,SUCCESS,11,23040.0
TXN000070,ACC0010,M001,TechKart,Electronics,2860,UPI,2026-10-16 11:37:30,SUCCESS,11,72000.0
TXN000071,ACC0011,M003,FreshMart,Grocery,856,UPI,2026-06-29 11:37:30,SUCCESS,11,
TXN000072,ACC0011,M005,FitFuel,Health,327,UPI,2026-07-08 11:37:30,SUCCESS,11,12960.0
TXN000073,ACC0011,M004,HomeNest,Furniture,3356,UPI,2026-07-07 11:37:30,SUCCESS,11,-1440.0
TXN000074,ACC0011,M003,FreshMart,Grocery,583,UPI,2026-07-29 11:37:30,SUCCESS,11,31680.0
TXN000075,ACC0011,M003,FreshMart,Grocery,1382,Card,2026-07-15 11:37:30,SUCCESS,11,-20160.0
TXN000076,ACC0011,M002,StyleHub,Fashion,2098,NetBanking,2026-07-14 11:37:30,SUCCESS,11,-1440.0
TXN000077,ACC0012,M004,HomeNest,Furniture,5924,UPI,2026-07-04 11:37:30,SUCCESS,11,
TXN000078,ACC0012,M004,HomeNest,Furniture,2183,UPI,2026-07-08 11:37:30,SUCCESS,11,5760.0
TXN000079,ACC0012,M005,FitFuel,Health,959,UPI,2026-07-12 11:37:30,SUCCESS,11,5760.0
TXN000080,ACC0012,M001,TechKart,Electronics,2003,UPI,2026-08-03 11:37:30,SUCCESS,11,31680.0
TXN000081,ACC0013,M004,HomeNest,Furniture,6909,Wallet,2026-08-11 11:37:30,SUCCESS,11,
TXN000082,ACC0013,M001,TechKart,Electronics,3122,Wallet,2026-08-23 11:37:30,SUCCESS,11,17280.0
TXN000083,ACC0013,M004,HomeNest,Furniture,6968,Wallet,2026-08-21 11:37:30,SUCCESS,11,-2880.0
TXN000084,ACC0013,M004,HomeNest,Furniture,3397,UPI,2026-09-25 11:37:30,SUCCESS,11,50400.0
TXN000085,ACC0013,M005,FitFuel,Health,884,Card,2026-09-12 11:37:30,SUCCESS,11,-18720.0
TXN000086,ACC0013,M002,StyleHub,Fashion,2492,UPI,2026-10-25 11:37:30,SUCCESS,11,61920.0
TXN000087,ACC0013,M003,FreshMart,Grocery,1078,Card,2026-10-28 11:37:30,SUCCESS,11,4320.0
TXN000088,ACC0014,M004,HomeNest,Furniture,3083,UPI,2026-08-05 11:37:30,SUCCESS,11,
TXN000089,ACC0014,M005,FitFuel,Health,2365,Card,2026-08-10 11:37:30,SUCCESS,11,7200.0
TXN000090,ACC0014,M002,StyleHub,Fashion,794,UPI,2026-09-04 11:37:30,SUCCESS,11,36000.0
TXN000091,ACC0014,M005,FitFuel,Health,459,NetBanking,2026-09-07 11:37:30,SUCCESS,11,4320.0
TXN000092,ACC0015,M002,StyleHub,Fashion,404,NetBanking,2026-08-23 11:37:30,SUCCESS,11,
TXN000093,ACC0015,M004,HomeNest,Furniture,6276,UPI,2026-09-06 11:37:30,SUCCESS,11,20160.0
TXN000094,ACC0015,M001,TechKart,Electronics,4314,UPI,2026-09-22 11:37:30,SUCCESS,11,23040.0
TXN000095,ACC0015,M004,HomeNest,Furniture,8468,Card,2026-10-04 11:37:30,SUCCESS,11,17280.0
TXN000096,ACC0016,M005,FitFuel,Health,700,UPI,2026-06-20 11:37:30,SUCCESS,11,
TXN000097,ACC0016,M004,HomeNest,Furniture,8273,UPI,2026-06-26 11:37:30,SUCCESS,11,8640.0
TXN000098,ACC0016,M001,TechKart,Electronics,3120,Card,2026-07-20 11:37:30,SUCCESS,11,34560.0
TXN000099,ACC0016,M004,HomeNest,Furniture,4111,UPI,2026-07-20 11:37:30,SUCCESS,11,0.0
TXN000100,ACC0016,M001,TechKart,Electronics,1765,UPI,2026-08-11 11:37:30,SUCCESS,11,31680.0
TXN000101,ACC0016,M002,StyleHub,Fashion,1693,UPI,2026-07-30 11:37:30,SUCCESS,11,-17280.0
TXN000102,ACC0016,M002,StyleHub,Fashion,2145,Card,2026-07-08 11:37:30,SUCCESS,11,-31680.0
TXN000103,ACC0016,M003,FreshMart,Grocery,1247,UPI,2026-08-01 11:37:30,SUCCESS,11,34560.0
TXN000104,ACC0017,M004,HomeNest,Furniture,8184,UPI,2026-06-17 11:37:30,SUCCESS,11,
TXN000105,ACC0017,M005,FitFuel,Health,2276,UPI,2026-06-27 11:37:30,SUCCESS,11,14400.0
TXN000106,ACC0017,M005,FitFuel,Health,2281,UPI,2026-07-07 11:37:30,SUCCESS,11,14400.0
TXN000107,ACC0017,M005,FitFuel,Health,1710,Card,2026-07-05 11:37:30,SUCCESS,11,-2880.0
TXN000108,ACC0017,M002,StyleHub,Fashion,887,Card,2026-07-19 11:37:30,SUCCESS,11,20160.0
TXN000109,ACC0017,M002,StyleHub,Fashion,810,UPI,2026-08-01 11:37:30,SUCCESS,11,18720.0
TXN000110,ACC0017,M003,FreshMart,Grocery,1277,Card,2026-08-04 11:37:30,SUCCESS,11,4320.0
TXN000111,ACC0017,M001,TechKart,Electronics,2116,UPI,2026-09-09 11:37:30,SUCCESS,11,51840.0
TXN000112,ACC0018,M002,StyleHub,Fashion,2331,Wallet,2026-08-23 11:37:30,SUCCESS,11,
TXN000113,ACC0018,M001,TechKart,Electronics,1324,UPI,2026-08-31 11:37:30,SUCCESS,11,11520.0
TXN000114,ACC0018,M001,TechKart,Electronics,1109,Card,2026-09-06 11:37:30,SUCCESS,11,8640.0
TXN000115,ACC0019,M005,FitFuel,Health,1473,Card,2026-06-17 11:37:30,SUCCESS,11,
TXN000116,ACC0019,M001,TechKart,Electronics,2235,Card,2026-06-28 11:37:30,SUCCESS,11,15840.0
TXN000117,ACC0019,M001,TechKart,Electronics,2452,NetBanking,2026-07-05 11:37:30,SUCCESS,11,10080.0
TXN000118,ACC0019,M005,FitFuel,Health,1471,UPI,2026-07-29 11:37:30,SUCCESS,11,34560.0
TXN000119,ACC0019,M005,FitFuel,Health,2391,UPI,2026-08-12 11:37:30,SUCCESS,11,20160.0
TXN000120,ACC0019,M005,FitFuel,Health,994,Card,2026-07-12 11:37:30,SUCCESS,11,-44640.0
TXN000121,ACC0019,M002,StyleHub,Fashion,401,Wallet,2026-07-29 11:37:30,SUCCESS,11,24480.0
TXN000122,ACC0019,M003,FreshMart,Grocery,968,UPI,2026-07-08 11:37:30,SUCCESS,11,-30240.0
TXN000123,ACC0019,M004,HomeNest,Furniture,6801,UPI,2026-08-20 11:37:30,SUCCESS,11,61920.0
TXN000124,ACC0020,M005,FitFuel,Health,1465,Card,2026-08-26 11:37:30,SUCCESS,11,
TXN000125,ACC0020,M005,FitFuel,Health,1725,UPI,2026-09-05 11:37:30,SUCCESS,11,14400.0
TXN000126,ACC0020,M003,FreshMart,Grocery,613,Card,2026-09-25 11:37:30,SUCCESS,11,28800.0
TXN000127,ACC0021,M005,FitFuel,Health,319,UPI,2026-07-07 11:37:30,SUCCESS,11,
TXN000128,ACC0021,M005,FitFuel,Health,736,Card,2026-07-15 11:37:30,SUCCESS,11,11520.0
TXN000129,ACC0021,M003,FreshMart,Grocery,846,Wallet,2026-07-27 11:37:30,SUCCESS,11,17280.0
TXN000130,ACC0021,M005,FitFuel,Health,1355,NetBanking,2026-08-18 11:37:30,SUCCESS,11,31680.0
TXN000131,ACC0021,M005,FitFuel,Health,1324,Card,2026-09-05 11:37:30,SUCCESS,11,25920.0
TXN000132,ACC0021,M005,FitFuel,Health,2280,Card,2026-08-16 11:37:30,SUCCESS,11,-28800.0
TXN000133,ACC0022,M004,HomeNest,Furniture,9344,Card,2026-07-07 11:37:30,SUCCESS,11,
TXN000134,ACC0022,M004,HomeNest,Furniture,2952,UPI,2026-07-09 11:37:30,SUCCESS,11,2880.0
TXN000135,ACC0022,M002,StyleHub,Fashion,1341,NetBanking,2026-07-23 11:37:30,SUCCESS,11,20160.0
TXN000136,ACC0022,M003,FreshMart,Grocery,1207,UPI,2026-07-31 11:37:30,SUCCESS,11,11520.0
TXN000137,ACC0022,M003,FreshMart,Grocery,658,UPI,2026-08-28 11:37:30,SUCCESS,11,40320.0
TXN000138,ACC0022,M003,FreshMart,Grocery,305,Card,2026-08-16 11:37:30,SUCCESS,11,-17280.0
TXN000139,ACC0022,M004,HomeNest,Furniture,4571,UPI,2026-07-31 11:37:30,SUCCESS,11,-23040.0
TXN000140,ACC0022,M003,FreshMart,Grocery,524,Wallet,2026-09-22 11:37:30,SUCCESS,11,76320.0
TXN000141,ACC0023,M002,StyleHub,Fashion,1361,Card,2026-07-02 11:37:30,SUCCESS,11,
TXN000142,ACC0023,M003,FreshMart,Grocery,573,UPI,2026-07-17 11:37:30,SUCCESS,11,21600.0
TXN000143,ACC0023,M002,StyleHub,Fashion,1858,UPI,2026-08-01 11:37:30,SUCCESS,11,21600.0
TXN000144,ACC0023,M001,TechKart,Electronics,1442,Card,2026-07-11 11:37:30,SUCCESS,11,-30240.0
TXN000145,ACC0023,M004,HomeNest,Furniture,7028,UPI,2026-08-19 11:37:30,SUCCESS,11,56160.0
TXN000146,ACC0023,M005,FitFuel,Health,473,NetBanking,2026-09-15 11:37:30,SUCCESS,11,38880.0
TXN000147,ACC0024,M004,HomeNest,Furniture,9357,Wallet,2026-06-16 11:37:30,SUCCESS,11,
TXN000148,ACC0024,M003,FreshMart,Grocery,1155,UPI,2026-06-27 11:37:30,SUCCESS,11,15840.0
TXN000149,ACC0024,M005,FitFuel,Health,1447,UPI,2026-07-14 11:37:30,SUCCESS,11,24480.0
TXN000150,ACC0024,M005,FitFuel,Health,825,UPI,2026-07-28 11:37:30,SUCCESS,11,20160.0
TXN000151,ACC0024,M004,HomeNest,Furniture,5918,Wallet,2026-08-11 11:37:30,SUCCESS,11,20160.0
TXN000152,ACC0024,M005,FitFuel,Health,1722,UPI,2026-06-26 11:37:30,SUCCESS,11,-66240.0
TXN000153,ACC0024,M002,StyleHub,Fashion,2272,Wallet,2026-08-27 11:37:30,SUCCESS,11,89280.0
TXN000154,ACC0024,M005,FitFuel,Health,2184,UPI,2026-09-15 11:37:30,SUCCESS,11,27360.0
TXN000155,ACC0025,M002,StyleHub,Fashion,1954,Card,2026-09-02 11:37:30,SUCCESS,11,
TXN000156,ACC0025,M003,FreshMart,Grocery,1404,NetBanking,2026-09-09 11:37:30,SUCCESS,11,10080.0
TXN000157,ACC0025,M005,FitFuel,Health,1376,UPI,2026-09-10 11:37:30,SUCCESS,11,1440.0
TXN000158,ACC0026,M003,FreshMart,Grocery,526,UPI,2026-06-17 11:37:30,SUCCESS,11,
TXN000159,ACC0026,M004,HomeNest,Furniture,7740,Card,2026-06-22 11:37:30,SUCCESS,11,7200.0
TXN000160,ACC0026,M004,HomeNest,Furniture,4290,UPI,2026-07-01 11:37:30,SUCCESS,11,12960.0
TXN000161,ACC0026,M002,StyleHub,Fashion,1336,NetBanking,2026-07-20 11:37:30,SUCCESS,11,27360.0
TXN000162,ACC0026,M003,FreshMart,Grocery,632,Card,2026-08-08 11:37:30,SUCCESS,11,27360.0
TXN000163,ACC0026,M004,HomeNest,Furniture,3606,UPI,2026-08-31 11:37:30,SUCCESS,11,33120.0
TXN000164,ACC0026,M002,StyleHub,Fashion,2337,NetBanking,2026-09-03 11:37:30,SUCCESS,11,4320.0
TXN000165,ACC0026,M004,HomeNest,Furniture,6092,UPI,2026-07-15 11:37:30,SUCCESS,11,-72000.0
TXN000166,ACC0026,M005,FitFuel,Health,2487,Card,2026-10-15 11:37:30,SUCCESS,11,132480.0
TXN000167,ACC0026,M004,HomeNest,Furniture,4457,UPI,2026-10-21 11:37:30,SUCCESS,11,8640.0
TXN000168,ACC0027,M002,StyleHub,Fashion,645,UPI,2026-07-15 11:37:30,SUCCESS,11,
TXN000169,ACC0027,M004,HomeNest,Furniture,8872,Card,2026-07-21 11:37:30,SUCCESS,11,8640.0
TXN000170,ACC0027,M003,FreshMart,Grocery,682,UPI,2026-08-02 11:37:30,SUCCESS,11,17280.0
TXN000171,ACC0028,M004,HomeNest,Furniture,2993,UPI,2026-07-21 11:37:30,SUCCESS,11,
TXN000172,ACC0028,M005,FitFuel,Health,1114,Card,2026-08-02 11:37:30,SUCCESS,11,17280.0
TXN000173,ACC0028,M005,FitFuel,Health,1014,Wallet,2026-08-14 11:37:30,SUCCESS,11,17280.0
TXN000174,ACC0028,M003,FreshMart,Grocery,815,Card,2026-08-08 11:37:30,SUCCESS,11,-8640.0
TXN000175,ACC0028,M004,HomeNest,Furniture,9287,UPI,2026-08-26 11:37:30,SUCCESS,11,25920.0
TXN000176,ACC0028,M003,FreshMart,Grocery,1099,Card,2026-09-14 11:37:30,SUCCESS,11,27360.0
TXN000177,ACC0028,M002,StyleHub,Fashion,1781,UPI,2026-08-14 11:37:30,SUCCESS,11,-44640.0
TXN000178,ACC0029,M002,StyleHub,Fashion,1807,UPI,2026-08-25 11:37:30,SUCCESS,11,
TXN000179,ACC0029,M003,FreshMart,Grocery,697,Card,2026-09-01 11:37:30,SUCCESS,11,10080.0
TXN000180,ACC0029,M003,FreshMart,Grocery,1061,Card,2026-09-10 11:37:30,SUCCESS,11,12960.0
TXN000181,ACC0029,M005,FitFuel,Health,2433,Wallet,2026-09-15 11:37:30,SUCCESS,11,7200.0
TXN000182,ACC0029,M002,StyleHub,Fashion,1153,NetBanking,2026-09-26 11:37:30,SUCCESS,11,15840.0
TXN000183,ACC0029,M002,StyleHub,Fashion,1430,Wallet,2026-09-14 11:37:30,SUCCESS,11,-17280.0
TXN000184,ACC0029,M001,TechKart,Electronics,2525,UPI,2026-11-11 11:37:30,SUCCESS,11,83520.0
TXN000185,ACC0029,M001,TechKart,Electronics,1322,Wallet,2026-09-15 11:37:30,SUCCESS,11,-82080.0
TXN000186,ACC0029,M005,FitFuel,Health,520,UPI,2026-11-05 11:37:30,SUCCESS,11,73440.0
TXN000187,ACC0030,M001,TechKart,Electronics,1651,UPI,2026-06-28 11:37:30,SUCCESS,11,
TXN000188,ACC0030,M001,TechKart,Electronics,3993,UPI,2026-07-02 11:37:30,SUCCESS,11,5760.0
TXN000189,ACC0030,M003,FreshMart,Grocery,1057,Card,2026-07-08 11:37:30,SUCCESS,11,8640.0
TXN000190,ACC0030,M005,FitFuel,Health,998,UPI,2026-07-10 11:37:30,SUCCESS,11,2880.0
TXN000191,ACC0030,M003,FreshMart,Grocery,816,NetBanking,2026-08-15 11:37:30,SUCCESS,11,51840.0
TXN000192,ACC0030,M005,FitFuel,Health,1415,UPI,2026-08-12 11:37:30,SUCCESS,11,-4320.0
TXN000193,ACC0030,M005,FitFuel,Health,1025,Card,2026-07-22 11:37:30,SUCCESS,11,-30240.0
TXN000194,ACC0030,M005,FitFuel,Health,2081,UPI,2026-08-30 11:37:30,SUCCESS,11,56160.0
TXN000195,ACC0030,M005,FitFuel,Health,1568,Wallet,2026-10-02 11:37:30,SUCCESS,11,47520.0
TXN000196,ACC0031,M001,TechKart,Electronics,4419,UPI,2026-06-26 11:37:30,SUCCESS,11,
TXN000197,ACC0031,M003,FreshMart,Grocery,468,UPI,2026-07-04 11:37:30,SUCCESS,11,11520.0
TXN000198,ACC0031,M005,FitFuel,Health,858,UPI,2026-06-30 11:37:30,SUCCESS,11,-5760.0
TXN000199,ACC0031,M005,FitFuel,Health,334,Card,2026-07-23 11:37:30,SUCCESS,11,33120.0
TXN000200,ACC0031,M004,HomeNest,Furniture,4454,UPI,2026-08-01 11:37:30,SUCCESS,11,12960.0
TXN000201,ACC0031,M003,FreshMart,Grocery,1372,UPI,2026-08-05 11:37:30,SUCCESS,11,5760.0
TXN000202,ACC0031,M005,FitFuel,Health,1830,UPI,2026-07-08 11:37:30,SUCCESS,11,-40320.0
TXN000203,ACC0031,M004,HomeNest,Furniture,5233,UPI,2026-09-04 11:37:30,SUCCESS,11,83520.0
TXN000204,ACC0031,M004,HomeNest,Furniture,8786,UPI,2026-10-08 11:37:30,SUCCESS,11,48960.0
TXN000205,ACC0031,M001,TechKart,Electronics,4258,Card,2026-08-19 11:37:30,SUCCESS,11,-72000.0
TXN000206,ACC0032,M005,FitFuel,Health,1401,UPI,2026-07-29 11:37:30,SUCCESS,11,
TXN000207,ACC0032,M001,TechKart,Electronics,2294,UPI,2026-08-13 11:37:30,SUCCESS,11,21600.0
TXN000208,ACC0032,M004,HomeNest,Furniture,7060,UPI,2026-08-04 11:37:30,SUCCESS,11,-12960.0
TXN000209,ACC0032,M005,FitFuel,Health,2315,UPI,2026-09-06 11:37:30,SUCCESS,11,47520.0
TXN000210,ACC0032,M002,StyleHub,Fashion,603,Wallet,2026-08-06 11:37:30,SUCCESS,11,-44640.0
TXN000211,ACC0032,M002,StyleHub,Fashion,818,UPI,2026-08-08 11:37:30,SUCCESS,11,2880.0
TXN000212,ACC0032,M004,HomeNest,Furniture,7956,UPI,2026-08-22 11:37:30,SUCCESS,11,20160.0
TXN000213,ACC0033,M004,HomeNest,Furniture,3779,UPI,2026-08-15 11:37:30,SUCCESS,11,
TXN000214,ACC0033,M004,HomeNest,Furniture,5042,UPI,2026-08-21 11:37:30,SUCCESS,11,8640.0
TXN000215,ACC0033,M001,TechKart,Electronics,3505,UPI,2026-09-12 11:37:30,SUCCESS,11,31680.0
TXN000216,ACC0033,M002,StyleHub,Fashion,629,UPI,2026-09-26 11:37:30,SUCCESS,11,20160.0
TXN000217,ACC0034,M004,HomeNest,Furniture,3487,UPI,2026-08-25 11:37:30,SUCCESS,11,
TXN000218,ACC0034,M003,FreshMart,Grocery,931,NetBanking,2026-09-09 11:37:30,SUCCESS,11,21600.0
TXN000219,ACC0034,M002,StyleHub,Fashion,1976,Card,2026-08-31 11:37:30,SUCCESS,11,-12960.0
TXN000220,ACC0034,M002,StyleHub,Fashion,537,UPI,2026-09-21 11:37:30,SUCCESS,11,30240.0
TXN000221,ACC0034,M001,TechKart,Electronics,2507,UPI,2026-10-16 11:37:30,SUCCESS,11,36000.0
TXN000222,ACC0034,M003,FreshMart,Grocery,811,UPI,2026-10-24 11:37:30,SUCCESS,11,11520.0
TXN000223,ACC0034,M001,TechKart,Electronics,1800,UPI,2026-11-11 11:37:30,SUCCESS,11,25920.0
TXN000224,ACC0034,M003,FreshMart,Grocery,556,UPI,2026-11-17 11:37:30,SUCCESS,11,8640.0
TXN000225,ACC0034,M002,StyleHub,Fashion,862,UPI,2026-09-10 11:37:30,SUCCESS,11,-97920.0
TXN000226,ACC0035,M002,StyleHub,Fashion,1530,Card,2026-07-24 11:37:30,SUCCESS,11,
TXN000227,ACC0035,M002,StyleHub,Fashion,436,Wallet,2026-08-01 11:37:30,SUCCESS,11,11520.0
TXN000228,ACC0035,M004,HomeNest,Furniture,7639,Card,2026-08-15 11:37:30,SUCCESS,11,20160.0
TXN000229,ACC0035,M001,TechKart,Electronics,2837,UPI,2026-08-14 11:37:30,SUCCESS,11,-1440.0
TXN000230,ACC0035,M005,FitFuel,Health,1686,Wallet,2026-08-05 11:37:30,SUCCESS,11,-12960.0
TXN000231,ACC0035,M001,TechKart,Electronics,1289,UPI,2026-10-02 11:37:30,SUCCESS,11,83520.0
TXN000232,ACC0035,M005,FitFuel,Health,739,UPI,2026-08-17 11:37:30,SUCCESS,11,-66240.0
TXN000233,ACC0035,M003,FreshMart,Grocery,1293,Card,2026-08-28 11:37:30,SUCCESS,11,15840.0
TXN000234,ACC0035,M003,FreshMart,Grocery,1048,Card,2026-11-13 11:37:30,SUCCESS,11,110880.0
TXN000235,ACC0036,M003,FreshMart,Grocery,425,UPI,2026-06-07 11:37:30,SUCCESS,11,
TXN000236,ACC0036,M004,HomeNest,Furniture,7788,UPI,2026-06-09 11:37:30,SUCCESS,11,2880.0
